"ID","Station","Month","Flow_2018","Flow_2022","Precipitation_2018","Precipitation_2022","Area_ha"
1,1,"Jan","0.371418254426502","0.174790574645821","0.0686896551724138","0","148677"
2,1,"Feb","0.362681730100532","0.291779379951208","0.0741405082212257","0.0809523809523809","148677"
3,1,"Mar","0.163023165471193","0.447555994850168","0.0393980848153215","0.0580645161290322","148677"
4,1,"Apr","0.408558054008756","0.251284511500423","0.100277777777778","0.0605555555555556","148677"
5,1,"May","0.181306648344938","0.197520695406435","0.102956989247312","0.0827956989247312","148677"
6,1,"Jun","0.0982166317468586","0.0908611506287123","0.0805555555555556","0.0586111111111112","148677"
7,1,"Jul","0.0456094476641264","0.0511481420141627","0.0485753052917232","0.0201612903225806","148677"
8,1,"Aug","0.088016156986539","0.0562077802225588","0.153741496598639","0.0591397849462366","148677"
9,1,"Sept","0.0676023532097546","0.0515891425652124","0.0664812239221141","0.0522222222222221","148677"
10,1,"Oct","0.127239575350908","0.0982288060163717","0.12523616734143","0.0510752688172043","148677"
11,1,"Nov","0.279985778094712","0.112592749229421","0.0683333291666667","0.0458333333333333","148677"
12,1,"Dec","0.212370332778447","0.138211966792521","0.0723118319892473","0.0602150537634408","148677"
13,2,"Jan","2.83097717664827","1.74877698971774","0.0612903225806452","0.00806451612903226","29284"
14,2,"Feb","6.2975640974611","1.7247955683085","0.0663690476190476","0.106845238095238","29284"
15,2,"Mar","2.09789087236505","9.05465683034839","0.0301075268817204","0.0731182795698925","29284"
16,2,"Apr","6.22254029805452","3.52154510143733","0.135","0.0583333333333333","29284"
17,2,"May","3.64649562964286","1.91368406949003","0.096236559139785","0.107795698924731","29284"
18,2,"Jun","0.9346641454876","1.39333507286114","0.0444444444444444","0.0339506172839506","29284"
19,2,"Jul","1.04588120681475","1.13160157242385","0.0811827956989247","0.0333333333333333","29284"
20,2,"Aug","1.07067117743217","1.21915645138586","0.0983870967741936","0.136021505376344","29284"
21,2,"Sep","1.06138076662702","1.24750526013892","0.0561111111111111","0.0241666666666666","29284"
22,2,"Oct","0.924626527428073","0.891858399806557","0.129032258064516","0.0564516129032258","29284"
23,2,"Nov","0.932494267884065","0.478249716439813","0.206944583333333","0.0502777777777778","29284"
24,2,"Dec","2.22348538456209","0.518224512931246","0.0174731182795699","0.0838709677419355","29284"
25,3,"Jan","16.2850617393076","3.69749140793028","0.0916666666666667","0.0241935483870968","148677"
26,3,"Feb","16.8712555994917","13.0342047164356","0.100595238095238","0.0913690476190476","148677"
27,3,"Mar","2.9211294797126","20.7122210200131","0.0397849462365591","0.0637096774193548","148677"
28,3,"Apr","19.9843090088274","8.1657346099533","0.1375","0.07","148677"
29,3,"May","4.45010585811208","1.85962268343512","0.104032258064516","0.078494623655914","148677"
30,3,"Jun","1.42511619993299","0.76916125","0.0288888888888889","0.0927777777777778","148677"
31,3,"Jul","0.588206932951989","0.454429992831482","0.130376344086022","0.0704301075268817","148677"
32,3,"Aug","0.637280044843591","0.474280663082441","0.239247311827957","0.0198924731182796","148677"
33,3,"Sep","0.750120401155985","0.484759370370385","0.0602777777777778","0.0483333333333333","148677"
34,3,"Oct","0.74412099768293","0.490369462313094","0.134677419354839","0.0793010752688172","148677"
35,3,"Nov","5.71968590181654","0.541759969421436","0.0927777777777778","0.065","148677"
36,3,"Dec","8.20064381829471","1.34326849596796","0.0919354838709678","0.0309139784946237","148677"
37,4,"Jan","7.44072373182042","4.06595788701519","0.0666666666666667","0.0131720430107527","266536"
38,4,"Feb","15.0363003696208","6.51833955485327","0.105514157973174","0.172578241430701","266536"
39,4,"Mar","6.05263770290285","19.5773065638011","0.0417142857142857","0.0943548387096775","266536"
40,4,"Apr","16.1453173004384","9.04991388273137","0.169123783031989","0.101111111111111","266536"
41,4,"May","9.79405033739496","5.52771287682416","0.0922043010752688","0.0832884097035041","266536"
42,4,"Jun","3.89397251514859","3.71911471892721","0.125872093023256","0.0797222222222222","266536"
43,4,"Jul","3.34071926807919","2.52083210140324","0.0619111709286676","0.0250336473755047","266536"
44,4,"Aug","3.31639112638269","2.71157012803531","0.00780619111709287","0.0543010752688172","266536"
45,4,"Sep","2.96196710903322","2.45493767588597","0.0340306834030683","0.035","266536"
46,4,"Oct","3.757523718431","2.5353980992252","0.137096774193549","0.0956873315363881","266536"
47,4,"Nov","5.98322454278734","2.05489681526499","0.128690807799443","0.0684283727399165","266536"
48,4,"Dec","6.91168938629152","2.6386508205789","0.0676549865229111","0.120053835800808","266536"
49,5,"Jan","155.08544271981","65.414861074536","0.0887096774193548","0.0341397849462366","125045"
50,5,"Feb","261.215558354239","169.74477897652","0.102976208333333","0.114285714285714","125045"
51,5,"Mar","65.0715019615725","216.855417253897","0.0537634408602151","0.0798387096774194","125045"
52,5,"Apr","207.506318589663","66.2813467447436","0.163611009722222","0.0691666666666666","125045"
53,5,"May","70.8267542087769","48.2146606738108","0.101881786290323","0.0793010752688172","125045"
54,5,"Jun","38.533596813071","25.9380203730101","0.201944477777778","0.121944444444444","125045"
55,5,"Jul","29.11166532587","18.9237062766219","0.0924730201612904","0.0852150537634409","125045"
56,5,"Aug","33.6017430046302","20.4406688694743","0.0913978494623656","0.114784946236559","125045"
57,5,"Sep","27.6970285358082","20.4470788043476","0.104722256944444","0.109444444444444","125045"
58,5,"Oct","33.8822122537708","19.5535508556984","0.143010784946237","0.060752688172043","125045"
59,5,"Nov","85.4114609632063","18.7640668864062","0.129444376388889","0.0647222222222222","125045"
60,5,"Dec","83.9178330877531","23.5793190637423","0.0809140766129032","0.0682795698924731","125045"
